5.642	7.570
5.608	7.598
5.583	7.624
5.555	7.647
5.525	7.668
5.494	7.688
5.461	7.707
5.431	7.715
5.392	7.725
5.358	7.731
5.328	7.731
5.299	7.730
5.259	7.722
5.218	7.712
5.189	7.701
5.147	7.685
5.113	7.668
5.078	7.653
5.049	7.638
5.010	7.618
4.971	7.595
4.934	7.572
4.902	7.555
4.863	7.530
4.828	7.506
4.794	7.488
4.759	7.463
4.721	7.440
4.689	7.420
4.652	7.398
4.613	7.375
4.578	7.357
4.544	7.333
4.510	7.313
4.483	7.290
4.456	7.267
4.426	7.235
4.400	7.197
4.381	7.165
4.362	7.132
4.354	7.100
4.345	7.067
4.334	7.035
4.325	6.991
4.315	6.959
4.305	6.926
4.285	6.883
4.272	6.851
4.252	6.809
4.232	6.764
4.215	6.732
4.206	6.699
4.193	6.667
4.179	6.623
4.168	6.591
4.159	6.558
4.152	6.522
4.145	6.483
4.141	6.439
4.139	6.407
4.135	6.364
4.134	6.331
4.131	6.299
4.128	6.266
4.124	6.223
4.122	6.190
4.120	6.158
4.118	6.126
4.115	6.093
4.120	6.061
4.121	6.028
4.123	5.996
4.129	5.963
4.134	5.931
4.142	5.893
4.149	5.855
4.153	5.823
4.161	5.790
4.163	5.758
4.169	5.714
4.171	5.676
4.174	5.639
4.178	5.606
4.180	5.574
4.182	5.541
4.188	5.498
4.191	5.459
4.196	5.422
4.200	5.383
4.208	5.335
4.212	5.303
4.220	5.264
4.230	5.220
4.241	5.179
4.250	5.146
4.260	5.114
4.275	5.076
4.290	5.038
4.308	5.004
4.330	4.974
4.358	4.951
4.392	4.939
4.431	4.945
4.467	4.972
4.496	5.004
4.524	5.039
4.544	5.070
4.564	5.103
4.582	5.136
4.597	5.173
4.616	5.206
4.629	5.238
4.642	5.276
4.659	5.325
4.676	5.357
4.692	5.395
4.708	5.433
4.725	5.465
4.749	5.504
4.769	5.536
4.789	5.568
4.810	5.598
4.837	5.635
4.860	5.662
4.887	5.698
4.914	5.734
4.936	5.763
4.955	5.796
4.971	5.833
4.985	5.871
5.003	5.909
5.023	5.939
5.045	5.967
5.073	6.002
5.103	6.034
5.137	6.063
5.162	6.088
5.186	6.106
5.211	6.131
5.239	6.154
5.265	6.179
5.301	6.206
5.327	6.229
5.360	6.259
5.383	6.287
5.412	6.320
5.438	6.345
5.464	6.383
5.484	6.413
5.503	6.447
5.525	6.487
5.542	6.526
5.560	6.558
5.570	6.591
5.588	6.634
5.611	6.676
5.632	6.706
5.652	6.737
5.683	6.777
5.700	6.804
5.719	6.837
5.739	6.879
5.754	6.916
5.765	6.959
5.778	7.002
5.791	7.035
5.804	7.067
5.819	7.105
5.838	7.148
5.854	7.186
5.860	7.219
5.868	7.262
5.868	7.294
5.865	7.327
5.854	7.359
5.827	7.395
5.798	7.428
5.771	7.452
5.732	7.485
5.697	7.513
5.673	7.539
